school_name,campus_code,community_name,street_name,social_community,community_code,street_code,district,student_type,year,is_show,active
杭州市星洲小学（星洲二小）,2133000328002,五幸家园,,,,,西湖区,户籍生,2026,,True
杭州市星洲小学（星洲二小）,2133000328002,三墩镇五幸村,,,,,西湖区,户籍生,2026,,True
杭州市星洲小学（星洲二小）,2133000328002,云谷公寓,,,,,西湖区,户籍生,2026,,True
杭州市星洲小学（星洲二小）,2133000328002,紫璋台公寓,,,,,西湖区,户籍生,2026,,True
杭州市星洲小学（星洲二小）,2133000328002,紫西花语城,,,,,西湖区,户籍生,2026,,True
杭州市星洲小学（星洲二小）,2133000328002,紫雅云邸,,,,,西湖区,户籍生,2026,,True
杭州市星洲小学（星洲二小）,2133000328002,天澜里,,,,,西湖区,户籍生,2026,,True
杭州市星洲小学（星洲二小）,2133000328002,如澜邸,,,,,西湖区,户籍生,2026,,True
